Date;AgeMax;AntInfluence;DisplayPeriod;DisplaySize;Icon;MessageDisplay;NumberOfNodes;PopulationSize;RandomNetwork;ScenarioName;TimeLimit;Title;LastStep;green
160216170315;10;30;3;100;ants-1.gif;1;60;40;1;AntNet;500000;Evolife_AntNet;385;46
